application_id,producer_id,application_date,requested_amount,term_months,interest_rate,collateral_value,purpose,state,rainfall,temperature,drought_index,crop_price,selic,inflation,usd_brl,commodity_index,true_default_probability
APP0001099,PRD000437,2022-06-25,61548.14,24,14.0,48394.1,investimento,PI,119.1,18.8,0.093,160.58,10.82,4.51,5.065,99.4,0.1762
APP0001100,PRD000438,2024-12-09,18841.86,12,10.01,26291.6,industrializacao,TO,170.2,26.7,0.197,137.08,13.83,5.67,5.708,89.04,0.2775
APP0001101,PRD000438,2025-03-08,77202.55,24,14.03,50890.2,custeio,TO,41.2,22.4,0.391,96.0,15.36,6.47,6.304,83.95,0.4358
APP0001102,PRD000439,2023-02-07,128070.46,6,16.14,128118.19,investimento,BA,146.8,23.8,0.13,115.79,11.2,3.98,4.998,100.89,0.1492
APP0001103,PRD000439,2024-02-07,85361.08,24,17.85,100996.2,comercializacao,BA,51.4,33.1,0.573,81.44,11.51,4.24,4.804,101.19,0.2435
APP0001104,PRD000440,2023-07-13,32338.86,12,13.24,54038.09,industrializacao,MG,180.1,18.4,0.23,73.64,11.39,4.11,4.951,102.57,0.4647
APP0001105,PRD000440,2026-03-12,76596.49,12,12.2,50377.0,investimento,MG,177.0,28.2,0.043,82.36,16.55,7.88,7.004,81.6,0.7374
APP0001106,PRD000440,2026-10-13,105951.6,6,7.73,151410.0,comercializacao,MG,84.9,28.9,0.215,78.57,16.29,7.86,6.879,84.46,0.6934
APP0001107,PRD000441,2024-06-29,13996.83,6,8.46,9834.03,comercializacao,BA,48.6,21.9,0.617,97.88,11.35,4.33,4.729,101.06,0.7411
APP0001108,PRD000441,2023-10-20,277714.46,12,12.91,453528.39,industrializacao,BA,96.1,28.3,0.047,117.88,11.35,4.2,4.922,102.76,0.4696
APP0001109,PRD000441,2023-11-28,113601.41,6,17.01,120818.83,investimento,BA,202.9,33.5,0.24,113.37,11.34,4.18,4.877,101.75,0.5544
APP0001110,PRD000441,2024-09-05,47318.12,24,6.53,60255.58,custeio,BA,71.1,20.9,0.082,114.95,12.34,4.97,5.245,93.58,0.5492
APP0001111,PRD000442,2026-08-28,19070.77,36,14.52,32912.15,custeio,BA,181.2,31.4,0.177,114.84,16.48,7.96,6.926,83.04,0.5953
APP0001112,PRD000442,2024-07-23,35015.48,12,13.08,49917.75,comercializacao,BA,135.1,23.2,0.166,118.11,11.7,4.51,4.809,97.34,0.4532
APP0001113,PRD000442,2023-11-26,23191.34,18,13.63,18864.11,investimento,BA,202.9,33.5,0.24,113.37,11.34,4.18,4.877,101.75,0.4856
APP0001114,PRD000442,2024-11-25,64881.76,36,11.97,73184.66,industrializacao,BA,196.6,18.6,0.18,111.81,13.13,5.44,5.596,90.86,0.5246
APP0001115,PRD000443,2024-09-12,13627.39,36,9.53,21157.2,comercializacao,SP,152.7,24.3,0.001,62.4,12.34,4.97,5.245,93.58,0.1839
APP0001116,PRD000444,2026-04-18,30437.51,24,7.67,49667.57,investimento,GO,146.3,29.1,0.299,81.65,16.55,7.95,7.038,80.49,0.4404
APP0001117,PRD000444,2022-10-16,225175.42,18,15.33,367106.84,industrializacao,GO,213.6,32.0,0.098,88.16,11.13,4.34,5.037,97.77,0.2241
APP0001118,PRD000445,2023-12-10,13657.44,24,7.94,9029.53,custeio,MT,189.9,31.3,0.218,110.17,11.37,4.23,4.853,101.44,0.5762
APP0001119,PRD000446,2024-07-20,44949.03,6,15.91,62529.31,industrializacao,RS,118.2,30.8,0.129,88.85,11.7,4.51,4.809,97.34,0.316
APP0001120,PRD000446,2022-10-01,33286.27,24,9.43,28889.18,industrializacao,RS,102.5,34.0,0.248,91.1,11.13,4.34,5.037,97.77,0.3876
APP0001121,PRD000446,2024-12-29,18604.66,24,8.96,26013.59,investimento,RS,130.1,27.5,0.019,100.38,13.83,5.67,5.708,89.04,0.4133
APP0001122,PRD000446,2024-02-03,29429.83,36,15.54,47205.75,comercializacao,RS,74.4,23.7,0.515,77.61,11.51,4.24,4.804,101.19,0.4134
APP0001123,PRD000447,2024-01-12,31856.89,36,15.39,29148.73,investimento,MG,84.4,25.1,0.61,60.97,11.38,4.15,4.823,100.55,0.2763
APP0001124,PRD000447,2024-04-20,20335.39,18,11.61,19536.2,comercializacao,MG,65.5,20.4,0.424,59.87,11.32,4.4,4.805,100.32,0.2303
APP0001125,PRD000447,2024-03-31,27775.93,18,14.89,33087.8,investimento,MG,44.0,21.7,0.562,60.43,11.47,4.33,4.765,101.33,0.2432
APP0001126,PRD000447,2023-08-19,16448.43,18,13.08,29502.44,investimento,MG,200.0,23.5,0.006,78.37,11.42,4.09,4.906,103.9,0.1193
APP0001127,PRD000448,2023-08-04,17196.71,6,7.91,10842.15,industrializacao,PI,167.0,25.5,0.092,181.96,11.42,4.09,4.906,103.9,0.2601
APP0001128,PRD000448,2022-07-26,10700.14,36,14.29,14882.44,custeio,PI,148.4,18.6,0.141,168.71,10.92,4.41,5.063,99.17,0.2355
APP0001129,PRD000448,2024-02-24,27943.6,18,13.11,33159.48,investimento,PI,122.8,19.4,0.538,129.0,11.51,4.24,4.804,101.19,0.3552
APP0001130,PRD000448,2024-12-19,16260.93,24,16.89,12802.47,comercializacao,PI,114.9,18.4,0.042,189.0,13.83,5.67,5.708,89.04,0.3478
APP0001131,PRD000449,2025-09-23,50359.0,36,11.38,54496.75,investimento,GO,114.0,33.9,0.056,84.69,16.79,7.7,7.0,79.08,0.7105
APP0001132,PRD000449,2023-05-07,20841.16,18,14.59,27368.94,custeio,GO,182.8,26.5,0.196,82.23,11.32,3.99,4.959,101.0,0.526
APP0001133,PRD000450,2023-07-08,20638.89,6,15.16,27542.81,investimento,BA,60.6,33.0,0.199,105.87,11.39,4.11,4.951,102.57,0.2009
APP0001134,PRD000450,2026-10-22,21717.71,18,17.72,18939.0,investimento,BA,158.6,19.0,0.189,123.33,16.29,7.86,6.879,84.46,0.3588
APP0001135,PRD000451,2024-09-09,105642.11,24,11.58,167360.38,comercializacao,PR,174.0,27.1,0.284,175.66,12.34,4.97,5.245,93.58,0.4426
APP0001136,PRD000451,2023-02-06,246676.9,6,14.14,418612.57,investimento,PR,70.6,26.6,0.05,176.02,11.2,3.98,4.998,100.89,0.3326
APP0001137,PRD000451,2026-07-06,21978.27,18,12.95,17231.87,investimento,PR,91.9,25.5,0.117,174.51,16.33,7.98,6.914,82.48,0.6701
APP0001138,PRD000452,2023-01-07,9578.46,36,17.38,13879.67,investimento,PI,163.6,24.4,0.073,177.86,11.2,4.06,4.981,99.95,0.437
APP0001139,PRD000452,2024-11-03,103512.61,24,17.3,74986.96,investimento,PI,162.3,27.2,0.033,164.77,13.13,5.44,5.596,90.86,0.5698
APP0001140,PRD000452,2023-02-06,59189.32,18,13.71,47331.89,industrializacao,PI,168.5,29.6,0.157,176.91,11.2,3.98,4.998,100.89,0.4851
APP0001141,PRD000453,2022-08-10,63484.47,36,13.03,112630.33,comercializacao,PR,112.9,20.8,0.117,158.83,10.97,4.34,5.033,99.26,0.1529
APP0001142,PRD000454,2026-04-02,69390.59,18,13.74,64354.09,investimento,TO,148.4,23.4,0.161,125.57,16.55,7.95,7.038,80.49,0.5184
APP0001143,PRD000454,2023-01-06,14054.65,18,9.79,9721.5,comercializacao,TO,67.5,19.2,0.118,144.18,11.2,4.06,4.981,99.95,0.3353
APP0001144,PRD000454,2022-06-24,49030.16,12,12.86,67547.94,investimento,TO,176.6,20.0,0.221,140.41,10.82,4.51,5.065,99.4,0.2753
APP0001145,PRD000454,2024-06-29,192495.64,36,9.96,138531.49,comercializacao,TO,88.0,21.9,0.415,104.12,11.35,4.33,4.729,101.06,0.4119
APP0001146,PRD000455,2022-06-14,13363.47,12,6.82,9212.79,investimento,PR,174.2,25.9,0.171,171.75,10.82,4.51,5.065,99.4,0.256
APP0001147,PRD000455,2023-02-11,22442.47,6,16.84,16462.69,investimento,PR,70.6,26.6,0.05,176.02,11.2,3.98,4.998,100.89,0.1958
APP0001148,PRD000455,2024-03-08,32432.37,18,11.89,38253.51,custeio,PR,88.5,27.1,0.463,143.46,11.47,4.33,4.765,101.33,0.2941
APP0001149,PRD000455,2024-05-13,55747.67,6,17.67,49319.18,investimento,PR,68.8,29.7,0.737,133.79,11.35,4.3,4.766,101.07,0.371
APP0001150,PRD000456,2022-01-06,33970.73,6,13.82,27946.03,investimento,SP,83.7,21.6,0.235,71.0,10.46,4.45,5.045,98.92,0.3923
APP0001151,PRD000456,2024-12-08,79503.76,6,14.05,57526.82,investimento,SP,186.1,30.3,0.199,65.93,13.83,5.67,5.708,89.04,0.4768
APP0001152,PRD000456,2026-08-21,53293.15,18,14.02,82871.61,industrializacao,SP,216.0,23.8,0.149,69.12,16.48,7.96,6.926,83.04,0.5052
APP0001153,PRD000457,2024-04-01,50487.16,6,10.95,85528.65,custeio,SP,54.4,28.9,0.663,58.02,11.32,4.4,4.805,100.32,0.2558
APP0001154,PRD000458,2025-08-14,14076.06,18,15.87,25303.95,industrializacao,TO,148.8,28.8,0.285,143.31,16.68,7.68,6.994,80.38,0.3978
APP0001155,PRD000458,2025-10-30,9227.42,18,12.92,6641.98,investimento,TO,212.6,24.8,0.183,139.68,16.74,7.72,7.0,80.46,0.5231
APP0001156,PRD000458,2022-01-23,34111.57,18,17.11,23208.89,industrializacao,TO,205.0,28.5,0.03,129.37,10.46,4.45,5.045,98.92,0.2632
APP0001157,PRD000458,2023-11-30,102529.95,6,8.12,75431.07,custeio,TO,137.7,21.5,0.285,132.17,11.34,4.18,4.877,101.75,0.3114
APP0001158,PRD000459,2024-01-22,83045.71,12,16.45,142312.76,comercializacao,PR,114.3,23.1,0.312,137.67,11.38,4.15,4.823,100.55,0.5564
APP0001159,PRD000459,2024-10-28,63351.47,36,13.85,38334.87,investimento,PR,134.1,31.8,0.238,163.75,12.65,5.14,5.398,92.17,0.6667
APP0001160,PRD000459,2024-09-10,29286.83,18,7.9,48361.29,comercializacao,PR,174.0,27.1,0.284,175.66,12.34,4.97,5.245,93.58,0.5384
APP0001161,PRD000459,2022-04-07,12712.67,12,7.5,12668.21,industrializacao,PR,169.5,24.9,0.153,179.68,10.71,4.56,5.06,99.87,0.5481
APP0001162,PRD000460,2023-11-26,32047.72,24,7.44,37916.26,custeio,SP,134.2,33.5,0.235,70.76,11.34,4.18,4.877,101.75,0.361
APP0001163,PRD000460,2024-07-14,26638.68,24,6.56,18963.2,investimento,SP,126.8,25.4,0.265,66.92,11.7,4.51,4.809,97.34,0.3989
APP0001164,PRD000461,2023-03-04,20282.9,18,7.83,25735.41,industrializacao,GO,178.3,33.2,0.267,85.75,11.34,4.05,4.953,99.59,0.5303
APP0001165,PRD000461,2024-07-25,31406.74,6,6.61,29389.75,industrializacao,GO,84.2,31.0,0.201,85.12,11.7,4.51,4.809,97.34,0.531
APP0001166,PRD000461,2026-09-21,24390.57,24,15.24,15939.94,comercializacao,GO,155.0,19.1,0.227,81.18,16.34,7.89,6.904,83.16,0.7477
APP0001167,PRD000462,2023-11-14,76016.49,18,7.84,45639.29,custeio,MG,120.7,32.0,0.288,81.17,11.34,4.18,4.877,101.75,0.3264
APP0001168,PRD000462,2025-04-16,5000,24,14.84,4303.3,custeio,MG,70.1,18.4,0.596,67.17,15.89,6.77,6.48,81.98,0.581
APP0001169,PRD000462,2026-10-21,26707.07,24,7.09,35072.31,comercializacao,MG,84.9,28.9,0.215,78.57,16.29,7.86,6.879,84.46,0.4444
APP0001170,PRD000462,2026-08-02,97986.59,24,11.26,72592.43,industrializacao,MG,189.9,23.5,0.218,76.25,16.48,7.96,6.926,83.04,0.4971
APP0001171,PRD000463,2024-07-09,20332.37,18,11.31,23455.46,industrializacao,BA,135.1,23.2,0.166,118.11,11.7,4.51,4.809,97.34,0.3761
APP0001172,PRD000463,2022-11-07,8563.21,12,9.9,8609.66,custeio,BA,155.7,25.3,0.142,105.85,11.17,4.25,4.99,99.15,0.3572
APP0001173,PRD000463,2026-04-02,46002.43,24,12.58,46860.36,industrializacao,BA,199.5,28.2,0.072,113.96,16.55,7.95,7.038,80.49,0.5517
APP0001174,PRD000464,2026-11-08,30882.76,12,17.21,47502.17,industrializacao,TO,160.9,33.5,0.008,122.67,16.32,7.8,6.864,85.41,0.5665
APP0001175,PRD000464,2024-06-18,46546.44,12,13.05,77811.5,industrializacao,TO,88.0,21.9,0.415,104.12,11.35,4.33,4.729,101.06,0.4657
APP0001176,PRD000465,2026-03-07,12260.01,12,17.87,9168.57,industrializacao,PI,181.0,29.3,0.187,176.25,16.55,7.88,7.004,81.6,0.3167
APP0001177,PRD000465,2022-12-20,46752.29,12,8.39,38856.33,investimento,PI,135.8,32.1,0.075,161.39,11.08,4.15,5.026,98.95,0.1534
APP0001178,PRD000466,2026-06-02,10115.46,12,9.4,10670.82,custeio,PR,65.0,32.0,0.278,151.52,16.47,8.03,6.961,81.3,0.3135
APP0001179,PRD000467,2025-03-05,29389.78,12,8.69,33068.65,comercializacao,SP,56.6,22.7,0.449,53.19,15.36,6.47,6.304,83.95,0.4129
APP0001180,PRD000467,2026-05-14,17849.09,12,12.32,15902.26,custeio,SP,79.2,31.0,0.236,67.8,16.46,8.05,6.992,80.92,0.4158
APP0001181,PRD000467,2022-03-09,18250.44,36,10.37,22594.95,comercializacao,SP,107.9,21.9,0.187,71.89,10.67,4.59,5.055,98.83,0.1899
APP0001182,PRD000467,2023-05-18,78304.17,36,15.51,71030.5,comercializacao,SP,208.9,30.7,0.254,68.17,11.32,3.99,4.959,101.0,0.2402
APP0001183,PRD000468,2024-12-20,67066.23,24,11.22,120184.66,comercializacao,MS,64.6,28.3,0.126,181.44,13.83,5.67,5.708,89.04,0.2137
APP0001184,PRD000468,2023-11-14,80271.19,24,12.83,109574.19,industrializacao,MS,157.3,20.3,0.156,186.12,11.34,4.18,4.877,101.75,0.2088
APP0001185,PRD000469,2025-10-22,20565.57,36,17.44,16504.7,custeio,PI,144.4,25.2,0.058,164.98,16.74,7.72,7.0,80.46,0.6345
APP0001186,PRD000470,2025-06-26,370979.93,12,17.44,567904.62,industrializacao,MS,76.1,19.3,0.486,147.9,16.84,7.51,6.986,80.33,0.516
APP0001187,PRD000471,2022-11-23,120386.03,12,16.0,173307.9,investimento,BA,155.7,25.3,0.142,105.85,11.17,4.25,4.99,99.15,0.2002
APP0001188,PRD000471,2026-07-08,24112.46,24,8.5,38119.89,industrializacao,BA,193.8,27.7,0.276,121.54,16.33,7.98,6.914,82.48,0.3801
APP0001189,PRD000471,2023-09-27,22513.64,12,8.74,18445.46,custeio,BA,165.1,24.3,0.173,119.14,11.49,4.14,4.898,102.79,0.2498
APP0001190,PRD000471,2024-08-22,50863.14,24,10.09,72313.64,custeio,BA,75.2,28.9,0.178,117.45,11.97,4.69,5.047,96.01,0.2524
APP0001191,PRD000472,2022-06-18,66135.77,18,10.72,61235.72,industrializacao,BA,168.5,18.5,0.149,120.97,10.82,4.51,5.065,99.4,0.1763
APP0001192,PRD000473,2025-09-10,72532.85,24,8.01,84120.77,custeio,MS,171.6,25.7,0.013,195.97,16.79,7.7,7.0,79.08,0.6305
APP0001193,PRD000473,2026-05-17,18654.65,36,11.64,17366.17,investimento,MS,122.0,19.7,0.28,175.36,16.46,8.05,6.992,80.92,0.7082
APP0001194,PRD000474,2022-04-24,27421.74,18,9.86,34316.21,investimento,GO,130.1,23.2,0.164,90.29,10.71,4.56,5.06,99.87,0.5467
APP0001195,PRD000474,2023-02-18,37079.87,12,14.42,31866.47,custeio,GO,84.4,23.3,0.055,88.79,11.2,3.98,4.998,100.89,0.568
APP0001196,PRD000474,2022-06-30,77091.92,36,8.27,58705.39,comercializacao,GO,213.2,23.8,0.232,91.8,10.82,4.51,5.065,99.4,0.6284
APP0001197,PRD000474,2024-10-21,75927.68,24,6.58,78811.34,industrializacao,GO,125.2,26.6,0.229,91.37,12.65,5.14,5.398,92.17,0.6557
APP0001198,PRD000475,2025-06-01,46119.26,12,10.53,59297.78,investimento,RS,141.9,31.4,0.328,80.37,16.84,7.51,6.986,80.33,0.5218
APP0001199,PRD000475,2023-12-24,18707.83,12,17.65,21326.1,comercializacao,RS,109.7,26.1,0.193,87.6,11.37,4.23,4.853,101.44,0.2842
APP0001200,PRD000475,2023-02-09,84189.03,36,8.36,142396.44,comercializacao,RS,130.4,25.4,0.259,82.87,11.2,3.98,4.998,100.89,0.2515
APP0001201,PRD000475,2023-10-23,45182.45,36,8.4,28161.17,comercializacao,RS,162.3,30.1,0.061,97.82,11.35,4.2,4.922,102.76,0.308
APP0001202,PRD000476,2023-09-12,49141.8,18,17.02,47118.73,investimento,RS,110.6,22.9,0.274,83.84,11.49,4.14,4.898,102.79,0.4834
APP0001203,PRD000476,2025-04-08,29838.93,18,13.41,36420.14,custeio,RS,118.7,33.7,0.627,82.09,15.89,6.77,6.48,81.98,0.6978
APP0001204,PRD000476,2025-03-23,23658.41,24,8.48,35530.09,comercializacao,RS,107.8,23.0,0.611,71.17,15.36,6.47,6.304,83.95,0.6834
APP0001205,PRD000476,2023-12-03,134458.29,24,12.47,107263.98,industrializacao,RS,109.7,26.1,0.193,87.6,11.37,4.23,4.853,101.44,0.4734
APP0001206,PRD000477,2024-09-02,16479.16,6,16.1,22017.15,investimento,PR,174.0,27.1,0.284,175.66,12.34,4.97,5.245,93.58,0.4811
APP0001207,PRD000477,2023-07-08,45287.59,24,13.18,49930.2,custeio,PR,130.7,30.3,0.199,168.08,11.39,4.11,4.951,102.57,0.4357
APP0001208,PRD000477,2023-08-11,61586.34,24,11.27,58234.85,industrializacao,PR,176.0,18.7,0.004,156.29,11.42,4.09,4.906,103.9,0.4198
APP0001209,PRD000478,2022-09-15,23087.23,6,9.04,35514.35,custeio,PR,84.9,27.6,0.187,159.83,11.12,4.39,5.008,98.34,0.354
APP0001210,PRD000478,2026-08-28,43863.76,6,14.31,34124.7,custeio,PR,118.7,26.2,0.298,165.42,16.48,7.96,6.926,83.04,0.6564
APP0001211,PRD000479,2024-03-22,27500.21,24,17.54,27332.75,custeio,GO,49.4,23.8,0.439,68.3,11.47,4.33,4.765,101.33,0.3872
APP0001212,PRD000479,2022-01-24,53363.63,12,17.06,83067.01,comercializacao,GO,217.9,27.4,0.018,79.71,10.46,4.45,5.045,98.92,0.2344
APP0001213,PRD000480,2024-07-07,59521.97,36,12.7,53023.87,comercializacao,MG,183.7,22.3,0.235,78.78,11.7,4.51,4.809,97.34,0.3576
APP0001214,PRD000480,2025-06-16,29903.65,24,15.56,46551.03,comercializacao,MG,65.3,24.4,0.706,59.99,16.84,7.51,6.986,80.33,0.6404
APP0001215,PRD000480,2022-02-10,58496.9,12,15.03,67737.54,industrializacao,MG,174.0,26.8,0.061,77.67,10.54,4.52,5.093,99.9,0.2946
APP0001216,PRD000481,2022-01-22,42049.02,6,14.59,57329.04,industrializacao,MS,71.3,27.3,0.29,203.82,10.46,4.45,5.045,98.92,0.3317
APP0001217,PRD000481,2024-04-12,26839.22,36,12.12,43223.0,comercializacao,MS,120.3,27.2,0.623,161.97,11.32,4.4,4.805,100.32,0.4381
APP0001218,PRD000481,2023-06-17,45698.07,18,8.52,41050.63,industrializacao,MS,121.0,31.9,0.045,181.33,11.43,4.08,4.974,101.38,0.3522
APP0001219,PRD000482,2026-01-22,49028.54,24,11.59,50814.24,investimento,TO,96.8,29.2,0.285,121.7,16.52,7.83,6.952,81.49,0.71
APP0001220,PRD000482,2025-06-27,55317.37,6,9.69,89857.87,investimento,TO,39.8,24.0,0.613,106.93,16.84,7.51,6.986,80.33,0.7403
APP0001221,PRD000483,2025-02-16,54166.63,12,9.35,84379.27,investimento,MS,102.1,22.6,0.541,147.66,14.99,6.26,6.101,85.95,0.3964
APP0001222,PRD000483,2023-05-20,10187.47,18,10.41,13802.86,investimento,MS,84.4,29.8,0.116,203.09,11.32,3.99,4.959,101.0,0.1693
APP0001223,PRD000483,2022-04-14,20558.84,18,7.67,16744.27,industrializacao,MS,174.7,24.2,0.188,174.88,10.71,4.56,5.06,99.87,0.213
APP0001224,PRD000483,2023-06-04,19843.29,24,8.31,17661.98,comercializacao,MS,121.0,31.9,0.045,181.33,11.43,4.08,4.974,101.38,0.2078
APP0001225,PRD000484,2024-03-29,15912.45,12,10.26,25183.43,custeio,GO,49.4,23.8,0.439,68.3,11.47,4.33,4.765,101.33,0.5967
APP0001226,PRD000485,2024-12-30,66817.23,18,8.25,111880.99,comercializacao,PI,114.9,18.4,0.042,189.0,13.83,5.67,5.708,89.04,0.1745
APP0001227,PRD000485,2023-11-30,31017.04,36,13.64,32431.51,custeio,PI,81.5,27.8,0.209,177.89,11.34,4.18,4.877,101.75,0.1733
APP0001228,PRD000485,2022-09-27,21965.16,6,17.33,33493.22,custeio,PI,212.5,31.7,0.158,159.05,11.12,4.39,5.008,98.34,0.1508
APP0001229,PRD000486,2022-02-13,16243.71,18,13.53,14695.91,custeio,PR,202.7,30.0,0.171,156.98,10.54,4.52,5.093,99.9,0.2154
APP0001230,PRD000486,2025-06-16,63063.35,18,14.46,102792.37,industrializacao,PR,74.2,20.8,0.424,136.75,16.84,7.51,6.986,80.33,0.4189
APP0001231,PRD000486,2024-03-14,32181.12,36,13.77,24385.34,investimento,PR,88.5,27.1,0.463,143.46,11.47,4.33,4.765,101.33,0.319
APP0001232,PRD000487,2022-09-04,53546.11,6,14.22,88197.4,industrializacao,SP,171.6,20.4,0.015,65.59,11.12,4.39,5.008,98.34,0.505
APP0001233,PRD000487,2023-05-02,73643.7,6,10.1,69740.15,industrializacao,SP,208.9,30.7,0.254,68.17,11.32,3.99,4.959,101.0,0.6061
APP0001234,PRD000487,2025-09-29,60861.14,24,16.59,58870.15,industrializacao,SP,85.7,31.0,0.16,65.69,16.79,7.7,7.0,79.08,0.7316
APP0001235,PRD000487,2024-10-31,32044.9,6,14.93,42295.26,custeio,SP,98.2,18.0,0.014,60.38,12.65,5.14,5.398,92.17,0.5425
APP0001236,PRD000488,2023-07-30,51514.23,12,12.88,37948.37,industrializacao,TO,69.5,25.3,0.087,129.63,11.39,4.11,4.951,102.57,0.2341
APP0001237,PRD000489,2022-07-01,40928.52,24,17.21,26803.89,custeio,GO,96.4,23.8,0.06,95.72,10.92,4.41,5.063,99.17,0.3317
APP0001238,PRD000489,2025-09-15,43825.9,24,15.23,54500.28,industrializacao,GO,114.0,33.9,0.056,84.69,16.79,7.7,7.0,79.08,0.4349
APP0001239,PRD000489,2022-01-25,35105.78,24,8.3,21138.35,custeio,GO,217.9,27.4,0.018,79.71,10.46,4.45,5.045,98.92,0.3163
APP0001240,PRD000490,2024-07-05,20171.73,12,10.54,18946.53,investimento,BA,135.1,23.2,0.166,118.11,11.7,4.51,4.809,97.34,0.5914
APP0001241,PRD000490,2024-12-28,6978.14,36,11.6,11591.87,comercializacao,BA,72.3,25.7,0.075,110.92,13.83,5.67,5.708,89.04,0.5582
APP0001242,PRD000490,2022-07-31,48890.49,18,13.49,41327.3,custeio,BA,152.3,18.7,0.019,119.59,10.92,4.41,5.063,99.17,0.5625
APP0001243,PRD000491,2025-03-01,11751.01,36,12.42,12942.89,comercializacao,MS,53.7,31.3,0.448,142.0,15.36,6.47,6.304,83.95,0.7828
APP0001244,PRD000491,2022-06-22,30963.2,6,10.54,41154.56,industrializacao,MS,130.8,26.1,0.024,204.01,10.82,4.51,5.065,99.4,0.5279
APP0001245,PRD000491,2023-05-25,29618.99,12,6.69,18922.0,comercializacao,MS,84.4,29.8,0.116,203.09,11.32,3.99,4.959,101.0,0.5776
APP0001246,PRD000492,2023-05-07,127037.83,24,15.64,79032.04,industrializacao,TO,122.3,21.0,0.2,143.7,11.32,3.99,4.959,101.0,0.4194
APP0001247,PRD000492,2024-09-12,61231.9,18,12.8,86211.9,custeio,TO,119.3,18.6,0.004,134.22,12.34,4.97,5.245,93.58,0.3573
APP0001248,PRD000493,2022-10-11,23754.55,6,17.96,22684.29,custeio,BA,212.3,25.8,0.069,121.38,11.13,4.34,5.037,97.77,0.5228
APP0001249,PRD000494,2025-03-09,80404.13,24,9.22,97449.99,industrializacao,TO,41.2,22.4,0.391,96.0,15.36,6.47,6.304,83.95,0.6093
APP0001250,PRD000494,2022-01-28,5015.32,18,9.36,4331.79,custeio,TO,205.0,28.5,0.03,129.37,10.46,4.45,5.045,98.92,0.357
APP0001251,PRD000495,2025-04-03,17271.73,12,13.57,23181.31,custeio,PR,45.8,18.3,0.762,144.92,15.89,6.77,6.48,81.98,0.5714
APP0001252,PRD000496,2022-08-06,29790.98,24,10.11,27579.41,investimento,PR,112.9,20.8,0.117,158.83,10.97,4.34,5.033,99.26,0.1813
APP0001253,PRD000496,2024-11-14,61894.58,18,7.65,82119.41,investimento,PR,135.2,26.7,0.136,181.55,13.13,5.44,5.596,90.86,0.2028
APP0001254,PRD000496,2023-11-21,43985.05,12,7.97,28362.7,comercializacao,PR,130.5,31.5,0.18,160.83,11.34,4.18,4.877,101.75,0.2415
APP0001255,PRD000497,2024-07-13,15482.59,18,12.46,22974.53,custeio,GO,84.2,31.0,0.201,85.12,11.7,4.51,4.809,97.34,0.3837
APP0001256,PRD000497,2024-11-23,64688.65,36,16.65,39742.56,industrializacao,GO,115.8,21.6,0.126,79.89,13.13,5.44,5.596,90.86,0.5038
APP0001257,PRD000497,2025-01-15,23291.84,36,12.86,35533.77,custeio,GO,88.5,32.4,0.511,64.5,14.32,6.06,5.846,87.46,0.6052
APP0001258,PRD000497,2026-06-26,22962.8,12,11.95,30627.75,comercializacao,GO,212.8,24.8,0.061,79.58,16.47,8.03,6.961,81.3,0.5521
APP0001259,PRD000498,2023-09-13,20886.3,18,14.48,16270.64,industrializacao,MT,71.2,30.0,0.205,119.07,11.49,4.14,4.898,102.79,0.4624
APP0001260,PRD000498,2023-01-27,54565.29,24,9.2,37768.53,investimento,MT,75.7,27.3,0.125,119.36,11.2,4.06,4.981,99.95,0.4665
APP0001261,PRD000498,2026-11-20,11538.8,12,10.87,12193.95,custeio,MT,103.8,19.2,0.048,126.75,16.32,7.8,6.864,85.41,0.5685
APP0001262,PRD000499,2026-06-02,53827.54,24,7.48,49329.34,custeio,MS,107.8,29.0,0.064,189.81,16.47,8.03,6.961,81.3,0.5448
APP0001263,PRD000499,2026-11-24,36724.63,6,16.05,57933.08,investimento,MS,196.4,27.9,0.257,202.99,16.32,7.8,6.864,85.41,0.4712
APP0001264,PRD000499,2026-02-11,17967.13,24,11.21,22686.27,comercializacao,MS,159.6,22.3,0.112,182.18,16.55,7.87,6.969,81.38,0.4863
APP0001265,PRD000500,2022-04-03,23948.28,6,8.78,16373.74,custeio,MT,144.7,22.9,0.225,120.16,10.71,4.56,5.06,99.87,0.4361
APP0001266,PRD000501,2022-06-25,51664.14,18,13.82,58583.06,custeio,GO,213.2,23.8,0.232,91.8,10.82,4.51,5.065,99.4,0.2852
APP0001267,PRD000501,2023-09-27,27760.81,18,11.26,35728.98,custeio,GO,218.6,21.7,0.276,92.24,11.49,4.14,4.898,102.79,0.2946
APP0001268,PRD000501,2023-08-30,56597.89,36,8.95,35438.04,comercializacao,GO,71.1,31.9,0.279,90.24,11.42,4.09,4.906,103.9,0.3409
APP0001269,PRD000502,2022-09-14,69768.94,24,14.84,44148.78,industrializacao,RS,62.1,29.4,0.146,92.89,11.12,4.39,5.008,98.34,0.235
APP0001270,PRD000502,2025-07-08,147641.93,36,11.67,195643.62,custeio,RS,172.1,29.0,0.241,89.15,16.76,7.58,6.979,80.98,0.3436
APP0001271,PRD000502,2026-03-12,30112.02,6,16.08,18678.66,industrializacao,RS,190.3,25.1,0.187,99.27,16.55,7.88,7.004,81.6,0.3777
APP0001272,PRD000502,2022-05-14,68027.77,18,12.12,118201.1,custeio,RS,198.5,25.8,0.087,91.74,10.73,4.53,5.077,99.68,0.1597
