producer_id,age,state,municipality,region,farm_size_ha,years_farming,crop_type,annual_revenue,annual_cost,equity,debt
PRD000448,27,PI,Piaui - Municipio 5,Nordeste,41.6,23,algodao,542844.18,309289.4,84235.28,37074.0
PRD000449,46,GO,Goias - Municipio 37,Centro-Oeste,33.2,28,cafe,455372.16,292948.47,255951.82,328182.95
PRD000450,41,BA,Bahia - Municipio 24,Nordeste,97.9,7,cafe,265304.91,192042.55,481726.38,124422.23
PRD000451,27,PR,Parana - Municipio 38,Sul,52.9,5,soja,479556.58,311987.26,112005.68,109609.88
PRD000452,49,PI,Piaui - Municipio 35,Nordeste,41.7,34,algodao,191456.93,158617.88,179492.65,189393.18
PRD000453,74,PR,Parana - Municipio 30,Sul,45.8,33,algodao,156775.2,96136.17,432083.9,136621.04
PRD000454,42,TO,Tocantins - Municipio 5,Norte,79.2,13,pecuaria,164186.23,98949.36,191655.72,113888.72
PRD000455,37,PR,Parana - Municipio 20,Sul,113.1,19,cafe,251667.72,191376.01,115180.77,33390.33
PRD000456,63,SP,Sao Paulo - Municipio 3,Sudeste,64.3,3,pecuaria,121532.67,68082.56,231063.65,170613.39
PRD000457,69,SP,Sao Paulo - Municipio 33,Sudeste,133.3,20,soja,166803.23,130123.32,190627.3,36203.07
PRD000458,69,TO,Tocantins - Municipio 16,Norte,99.9,34,cafe,138918.97,115627.89,75838.13,40758.32
PRD000459,42,PR,Parana - Municipio 35,Sul,28.1,18,cafe,180327.68,136385.13,130462.18,161236.72
PRD000460,41,SP,Sao Paulo - Municipio 24,Sudeste,25.9,20,pecuaria,443106.19,346410.76,224426.37,166279.71
PRD000461,50,GO,Goias - Municipio 21,Centro-Oeste,58.6,29,pecuaria,45041.9,30968.17,84137.32,97835.58
PRD000462,60,MG,Minas Gerais - Municipio 36,Sudeste,101.0,6,pecuaria,187374.24,158220.16,231374.62,113332.02
PRD000463,29,BA,Bahia - Municipio 11,Nordeste,50.7,4,milho,244748.26,172594.45,73663.99,56703.72
PRD000464,38,TO,Tocantins - Municipio 12,Norte,225.6,9,pecuaria,748542.12,619362.32,82854.26,80282.89
PRD000465,57,PI,Piaui - Municipio 40,Nordeste,24.7,12,pecuaria,161877.99,136323.55,147068.11,11576.12
PRD000466,55,PR,Parana - Municipio 28,Sul,11.5,11,cafe,229053.02,202783.27,46809.7,3166.38
PRD000467,72,SP,Sao Paulo - Municipio 10,Sudeste,100.7,32,soja,154969.28,96439.26,195598.76,53880.09
PRD000468,46,MS,Mato Grosso do Sul - Municipio 28,Centro-Oeste,49.4,30,pecuaria,77912.9,66615.94,392668.95,123797.56
PRD000469,73,PI,Piaui - Municipio 3,Nordeste,36.0,4,soja,188327.95,143549.41,435964.67,408480.35
PRD000470,51,MS,Mato Grosso do Sul - Municipio 9,Centro-Oeste,55.2,26,soja,251954.65,217255.22,54536.65,25848.79
PRD000471,42,BA,Bahia - Municipio 28,Nordeste,96.8,17,milho,979054.47,855872.74,255257.11,96920.47
PRD000472,33,BA,Bahia - Municipio 3,Nordeste,112.0,10,cafe,472895.52,365467.03,120385.8,14230.68
PRD000473,31,MS,Mato Grosso do Sul - Municipio 8,Centro-Oeste,20.6,8,algodao,84374.48,67344.35,128019.36,141755.57
PRD000474,22,GO,Goias - Municipio 34,Centro-Oeste,28.8,11,cana-de-acucar,1079081.4,806221.19,177064.98,229742.82
PRD000475,59,RS,Rio Grande do Sul - Municipio 7,Sul,47.5,32,algodao,1310832.79,732869.26,290445.96,157628.58
PRD000476,73,RS,Rio Grande do Sul - Municipio 37,Sul,14.2,31,milho,58012.3,43971.67,54443.29,52695.63
PRD000477,47,PR,Parana - Municipio 6,Sul,10.4,5,soja,229208.39,133489.33,85632.81,86797.15
PRD000478,30,PR,Parana - Municipio 23,Sul,14.3,10,pecuaria,81240.5,56976.03,245102.41,222112.4
PRD000479,45,GO,Goias - Municipio 40,Centro-Oeste,156.3,32,milho,178604.86,115015.78,155028.85,89633.1
PRD000480,62,MG,Minas Gerais - Municipio 34,Sudeste,68.2,33,soja,139490.91,87667.33,180322.9,120663.58
PRD000481,24,MS,Mato Grosso do Sul - Municipio 33,Centro-Oeste,51.8,31,soja,272768.95,173761.66,105886.8,78223.12
PRD000482,24,TO,Tocantins - Municipio 6,Norte,48.0,17,cafe,130766.72,107101.39,105002.4,115884.56
PRD000483,69,MS,Mato Grosso do Sul - Municipio 39,Centro-Oeste,19.3,29,algodao,243362.25,216191.31,249449.97,70185.05
PRD000484,60,GO,Goias - Municipio 32,Centro-Oeste,49.2,26,algodao,114032.23,81760.19,990631.58,1245476.27
PRD000485,52,PI,Piaui - Municipio 10,Nordeste,192.8,26,pecuaria,296847.28,177303.88,185613.05,15502.24
PRD000486,31,PR,Parana - Municipio 29,Sul,41.9,35,cafe,116898.23,83254.8,128477.09,33099.79
PRD000487,53,SP,Sao Paulo - Municipio 38,Sudeste,14.2,16,cana-de-acucar,86424.39,72755.81,248653.7,316874.0
PRD000488,63,TO,Tocantins - Municipio 27,Norte,39.7,32,cafe,141103.25,78546.09,168504.06,64842.23
PRD000489,54,GO,Goias - Municipio 15,Centro-Oeste,47.9,23,cana-de-acucar,178069.55,107993.25,239168.79,142936.44
PRD000490,32,BA,Bahia - Municipio 40,Nordeste,102.0,19,milho,308434.22,214639.8,92645.98,117074.6
PRD000491,41,MS,Mato Grosso do Sul - Municipio 16,Centro-Oeste,75.4,31,milho,113959.73,86838.7,52163.26,67405.84
PRD000492,53,TO,Tocantins - Municipio 17,Norte,136.3,11,algodao,203134.88,135736.18,67164.27,50539.56
PRD000493,28,BA,Bahia - Municipio 36,Nordeste,333.3,18,soja,617886.85,362359.56,358710.07,402825.76
PRD000494,43,TO,Tocantins - Municipio 9,Norte,10.5,14,soja,127136.29,92436.2,189917.24,163113.5
PRD000495,70,PR,Parana - Municipio 27,Sul,46.5,1,algodao,40035.18,26802.03,134260.28,69217.28
PRD000496,22,PR,Parana - Municipio 34,Sul,46.7,28,soja,166701.83,118452.25,109587.3,25422.1
PRD000497,41,GO,Goias - Municipio 21,Centro-Oeste,36.0,11,algodao,174470.94,98224.14,50532.92,46792.88
PRD000498,73,MT,Mato Grosso - Municipio 26,Centro-Oeste,66.7,26,milho,183267.74,135718.71,415511.68,383034.75
PRD000499,70,MS,Mato Grosso do Sul - Municipio 11,Centro-Oeste,13.6,25,soja,562349.37,334092.87,38300.65,26874.41
PRD000500,44,MT,Mato Grosso - Municipio 8,Centro-Oeste,202.3,17,soja,50243.05,40409.39,50858.9,42402.94
PRD000501,40,GO,Goias - Municipio 37,Centro-Oeste,45.4,1,pecuaria,418960.42,322478.24,149187.36,72791.71
PRD000502,49,RS,Rio Grande do Sul - Municipio 27,Sul,108.7,16,soja,74577.89,46043.97,268486.94,62608.89
PRD000503,66,GO,Goias - Municipio 32,Centro-Oeste,51.1,24,pecuaria,283660.35,211508.21,183186.75,237344.03
PRD000504,51,MG,Minas Gerais - Municipio 31,Sudeste,97.9,9,soja,192194.18,170824.33,138473.19,127130.63
PRD000505,45,RS,Rio Grande do Sul - Municipio 20,Sul,161.9,8,algodao,244338.93,144722.74,147653.78,35677.68
PRD000506,24,MS,Mato Grosso do Sul - Municipio 27,Centro-Oeste,8.1,20,cafe,360630.52,301737.31,130937.65,63610.97
PRD000507,51,PI,Piaui - Municipio 29,Nordeste,31.9,22,pecuaria,378446.2,303518.29,245106.49,166906.45
PRD000508,64,SP,Sao Paulo - Municipio 29,Sudeste,7.5,6,pecuaria,581366.07,403101.74,72657.96,52767.34
PRD000509,34,MS,Mato Grosso do Sul - Municipio 40,Centro-Oeste,293.2,2,cana-de-acucar,303803.3,242310.35,146622.11,109847.97
PRD000510,47,PI,Piaui - Municipio 38,Nordeste,62.5,33,soja,70329.86,60531.47,89641.91,72481.63
PRD000511,38,SP,Sao Paulo - Municipio 6,Sudeste,46.2,34,milho,147971.47,87321.76,68799.96,15826.94
PRD000512,29,MS,Mato Grosso do Sul - Municipio 4,Centro-Oeste,9.8,20,milho,163672.6,113668.65,90552.67,98220.38
PRD000513,26,PR,Parana - Municipio 31,Sul,139.8,32,soja,202985.69,179089.19,83742.07,62086.48
PRD000514,27,MG,Minas Gerais - Municipio 33,Sudeste,595.9,2,milho,262757.94,195530.69,233959.01,130650.29
PRD000515,25,RS,Rio Grande do Sul - Municipio 31,Sul,140.0,28,algodao,690673.9,389973.29,214825.38,55688.56
PRD000516,26,PI,Piaui - Municipio 20,Nordeste,16.4,23,soja,335158.2,282953.78,93161.99,66854.13
PRD000517,35,MG,Minas Gerais - Municipio 30,Sudeste,332.8,18,cana-de-acucar,353499.47,256883.5,52975.34,23947.39
PRD000518,63,BA,Bahia - Municipio 5,Nordeste,37.8,12,cana-de-acucar,73446.71,58474.96,290658.41,300579.03
PRD000519,51,MT,Mato Grosso - Municipio 24,Centro-Oeste,49.6,25,milho,366772.97,224470.68,448586.86,27157.1
PRD000520,60,SP,Sao Paulo - Municipio 14,Sudeste,190.4,23,soja,435822.47,273435.75,38045.28,35384.38
PRD000521,26,PR,Parana - Municipio 38,Sul,23.8,33,milho,195625.02,152772.08,177002.74,133889.35
PRD000522,63,GO,Goias - Municipio 4,Centro-Oeste,88.9,2,algodao,209598.87,156369.27,48142.28,40979.09
PRD000523,50,MG,Minas Gerais - Municipio 21,Sudeste,133.8,8,soja,298230.88,201757.71,78940.74,45397.05
PRD000524,73,MG,Minas Gerais - Municipio 22,Sudeste,32.7,2,algodao,370834.76,246689.9,42588.16,3408.31
PRD000525,50,PR,Parana - Municipio 38,Sul,24.7,22,soja,205039.05,118003.83,170134.96,28852.92
PRD000526,48,GO,Goias - Municipio 15,Centro-Oeste,9.8,5,cana-de-acucar,251213.39,147120.52,297351.29,244311.99
PRD000527,28,PI,Piaui - Municipio 1,Nordeste,16.0,28,cana-de-acucar,658847.75,440680.71,121319.66,35255.69
PRD000528,73,GO,Goias - Municipio 3,Centro-Oeste,134.4,9,soja,248152.87,173050.01,232136.18,82162.42
PRD000529,45,RS,Rio Grande do Sul - Municipio 1,Sul,32.6,23,cana-de-acucar,27571.86,22648.17,66173.48,31672.31
PRD000530,34,PI,Piaui - Municipio 5,Nordeste,72.6,16,algodao,209354.85,178065.88,116664.43,35053.56
PRD000531,72,PR,Parana - Municipio 3,Sul,127.6,30,cafe,237783.16,178918.46,116634.44,72065.81
PRD000532,46,PR,Parana - Municipio 14,Sul,328.6,15,cafe,188891.87,135673.7,971903.43,1029332.36
PRD000533,34,RS,Rio Grande do Sul - Municipio 13,Sul,16.8,8,algodao,92281.97,71146.36,322833.24,409719.48
PRD000534,29,RS,Rio Grande do Sul - Municipio 22,Sul,30.3,12,milho,129083.47,79062.27,197229.73,203988.32
PRD000535,72,MS,Mato Grosso do Sul - Municipio 10,Centro-Oeste,49.0,24,algodao,109595.85,74633.61,162165.74,116651.56
PRD000536,45,PR,Parana - Municipio 32,Sul,33.5,31,cana-de-acucar,492570.98,299779.56,36099.63,35699.66
PRD000537,59,SP,Sao Paulo - Municipio 3,Sudeste,9.7,34,milho,452007.75,326881.7,78375.02,94166.14
PRD000538,57,PR,Parana - Municipio 6,Sul,166.1,16,milho,166021.04,142952.11,608397.44,314927.32
PRD000539,73,GO,Goias - Municipio 32,Centro-Oeste,28.3,15,algodao,240037.91,184203.66,110141.8,61810.58
PRD000540,27,MS,Mato Grosso do Sul - Municipio 18,Centro-Oeste,43.8,15,milho,146595.59,126880.91,75658.53,55481.52
PRD000541,39,GO,Goias - Municipio 13,Centro-Oeste,21.7,35,pecuaria,127008.87,84490.68,30698.35,27764.33
PRD000542,70,PI,Piaui - Municipio 10,Nordeste,244.1,17,cafe,163671.61,123242.07,199524.85,137833.51
PRD000543,27,PR,Parana - Municipio 21,Sul,10.2,31,milho,91651.35,68135.02,105750.51,50318.68
PRD000544,64,MG,Minas Gerais - Municipio 23,Sudeste,217.2,14,algodao,120482.86,67535.03,48160.47,32496.29
PRD000545,30,PR,Parana - Municipio 10,Sul,36.7,26,algodao,551222.97,360981.05,175602.46,15850.1
PRD000546,41,PI,Piaui - Municipio 6,Nordeste,90.5,26,milho,149922.73,92340.19,38265.59,23511.11
PRD000547,45,GO,Goias - Municipio 34,Centro-Oeste,75.8,32,soja,444353.62,276415.64,72926.4,45092.55
PRD000548,64,RS,Rio Grande do Sul - Municipio 31,Sul,20.4,5,milho,49878.58,31037.84,278332.17,298475.11
PRD000549,55,PI,Piaui - Municipio 22,Nordeste,64.6,13,cana-de-acucar,200672.71,129715.71,49212.59,52138.64
PRD000550,33,SP,Sao Paulo - Municipio 27,Sudeste,47.2,6,milho,166860.79,133334.58,64967.29,69026.51
PRD000551,68,RS,Rio Grande do Sul - Municipio 14,Sul,26.3,12,cafe,258740.25,205575.77,155650.91,20768.47
PRD000552,38,MG,Minas Gerais - Municipio 8,Sudeste,33.5,17,pecuaria,294176.72,197180.83,112253.81,10913.13
PRD000553,39,RS,Rio Grande do Sul - Municipio 11,Sul,18.9,32,milho,188984.34,147399.83,224429.45,143294.76
PRD000554,44,MT,Mato Grosso - Municipio 12,Centro-Oeste,66.7,8,milho,212844.26,122844.1,408936.86,98909.8
PRD000555,46,MT,Mato Grosso - Municipio 20,Centro-Oeste,199.6,29,cafe,843265.34,703307.87,263662.13,308817.53
PRD000556,36,MT,Mato Grosso - Municipio 7,Centro-Oeste,64.0,25,pecuaria,163130.68,94939.65,101041.21,89541.39
PRD000557,49,RS,Rio Grande do Sul - Municipio 8,Sul,78.4,33,milho,98698.24,73699.85,77856.92,56611.97
PRD000558,63,PR,Parana - Municipio 40,Sul,22.2,1,algodao,167398.11,114871.15,125420.1,134056.04
PRD000559,58,MT,Mato Grosso - Municipio 11,Centro-Oeste,23.2,20,algodao,377765.58,338729.55,538932.95,648217.71
PRD000560,43,GO,Goias - Municipio 2,Centro-Oeste,139.9,9,cana-de-acucar,114335.07,98258.24,24761.73,16161.06
PRD000561,37,PI,Piaui - Municipio 40,Nordeste,46.5,15,soja,201572.55,111802.64,67800.0,39705.19
PRD000562,69,MT,Mato Grosso - Municipio 22,Centro-Oeste,17.9,13,milho,117506.07,66187.33,565679.6,697112.78
PRD000563,56,MS,Mato Grosso do Sul - Municipio 4,Centro-Oeste,14.5,3,pecuaria,607664.44,472043.61,271578.97,95816.11
PRD000564,26,PR,Parana - Municipio 13,Sul,252.8,15,soja,245194.97,162459.55,123058.35,139958.37
PRD000565,33,RS,Rio Grande do Sul - Municipio 39,Sul,17.9,14,milho,140996.85,113325.68,52592.4,18731.11
PRD000566,50,MS,Mato Grosso do Sul - Municipio 28,Centro-Oeste,29.9,13,cana-de-acucar,56804.1,32833.09,391505.71,101676.99
PRD000567,38,PI,Piaui - Municipio 25,Nordeste,248.0,31,cafe,78260.22,66436.26,155467.52,148986.12
PRD000568,47,MS,Mato Grosso do Sul - Municipio 24,Centro-Oeste,48.7,31,cafe,190294.09,117291.38,244786.89,295485.64
PRD000569,69,SP,Sao Paulo - Municipio 16,Sudeste,294.7,23,milho,203325.48,160824.62,288468.8,348513.13
PRD000570,75,SP,Sao Paulo - Municipio 11,Sudeste,102.0,10,soja,117436.64,92583.91,57090.56,70776.47
PRD000571,75,GO,Goias - Municipio 28,Centro-Oeste,177.1,25,algodao,147716.83,127826.53,137497.72,79567.33
PRD000572,74,MS,Mato Grosso do Sul - Municipio 10,Centro-Oeste,54.7,25,algodao,293171.76,238454.71,37998.71,39781.51
PRD000573,49,PR,Parana - Municipio 11,Sul,164.5,20,milho,196613.4,161382.3,109824.74,45074.85
PRD000574,48,BA,Bahia - Municipio 29,Nordeste,31.2,32,pecuaria,144468.41,88844.22,215395.82,253702.16
PRD000575,65,PI,Piaui - Municipio 7,Nordeste,10.4,6,soja,133355.06,86262.96,78997.82,51140.93
PRD000576,45,MT,Mato Grosso - Municipio 22,Centro-Oeste,183.3,3,algodao,72145.83,39863.58,126069.27,73979.59
PRD000577,37,PR,Parana - Municipio 24,Sul,44.7,23,cafe,97103.51,84845.45,314572.93,311206.9
PRD000578,73,PI,Piaui - Municipio 21,Nordeste,497.1,33,pecuaria,174823.63,156495.73,47246.04,5064.44
PRD000579,60,SP,Sao Paulo - Municipio 13,Sudeste,24.6,6,pecuaria,546880.39,426795.66,180660.34,95943.86
PRD000580,29,RS,Rio Grande do Sul - Municipio 31,Sul,257.8,3,pecuaria,95830.48,71112.09,247277.29,150309.57
PRD000581,64,TO,Tocantins - Municipio 8,Norte,32.9,6,pecuaria,141782.51,91892.82,327885.31,406374.45
PRD000582,46,RS,Rio Grande do Sul - Municipio 36,Sul,324.1,32,cafe,442834.56,343371.83,73322.37,71122.93
PRD000583,46,PR,Parana - Municipio 37,Sul,33.7,6,pecuaria,97993.45,74207.52,149427.0,66004.2
PRD000584,36,MT,Mato Grosso - Municipio 7,Centro-Oeste,26.8,13,cafe,141337.81,111339.67,310986.38,249417.93
PRD000585,69,MT,Mato Grosso - Municipio 3,Centro-Oeste,60.9,10,cana-de-acucar,341093.06,213734.53,178032.65,71968.1
PRD000586,35,BA,Bahia - Municipio 15,Nordeste,100.6,14,pecuaria,194815.65,132834.67,358690.86,389127.88
PRD000587,66,MT,Mato Grosso - Municipio 13,Centro-Oeste,411.9,20,pecuaria,216834.81,170706.36,97085.89,39203.27
PRD000588,40,TO,Tocantins - Municipio 10,Norte,45.2,4,milho,844483.03,599698.12,78028.39,71781.78
PRD000589,44,PR,Parana - Municipio 31,Sul,97.9,1,milho,62938.99,36862.22,179168.6,21574.48
PRD000590,33,MT,Mato Grosso - Municipio 25,Centro-Oeste,16.1,22,pecuaria,256743.31,144263.42,66470.24,60486.6
PRD000591,23,GO,Goias - Municipio 38,Centro-Oeste,75.2,29,cana-de-acucar,165867.69,96024.61,127430.27,87568.25
PRD000592,28,PI,Piaui - Municipio 21,Nordeste,49.2,7,soja,306090.54,220222.05,189170.04,144578.67
PRD000593,29,TO,Tocantins - Municipio 12,Norte,73.7,32,cana-de-acucar,257399.32,200281.18,206694.28,180491.23
PRD000594,24,RS,Rio Grande do Sul - Municipio 6,Sul,13.7,21,soja,118230.68,73560.82,46038.7,51301.51
PRD000595,66,TO,Tocantins - Municipio 21,Norte,75.6,3,cana-de-acucar,606252.0,499539.91,197503.89,152342.52
PRD000596,59,BA,Bahia - Municipio 23,Nordeste,76.3,7,algodao,243878.87,137268.9,84843.68,62791.81
PRD000597,66,RS,Rio Grande do Sul - Municipio 10,Sul,100.7,17,cana-de-acucar,87500.73,53127.1,44752.43,40082.83
PRD000598,60,PR,Parana - Municipio 16,Sul,25.6,33,soja,247005.74,149122.8,439455.4,36205.56
PRD000599,46,MS,Mato Grosso do Sul - Municipio 15,Centro-Oeste,59.1,6,cafe,155255.58,100238.99,256232.3,15970.75
PRD000600,40,GO,Goias - Municipio 36,Centro-Oeste,89.8,34,algodao,295198.0,247219.51,129282.18,119659.63
PRD000601,52,PI,Piaui - Municipio 38,Nordeste,17.6,12,milho,96887.91,86113.98,148339.63,164959.23
PRD000602,65,MS,Mato Grosso do Sul - Municipio 39,Centro-Oeste,29.7,25,cafe,222068.3,193522.44,180466.12,184420.17
PRD000603,27,SP,Sao Paulo - Municipio 20,Sudeste,137.8,18,cafe,617704.36,495067.43,283276.22,239239.25
PRD000604,52,BA,Bahia - Municipio 32,Nordeste,234.9,5,cana-de-acucar,382935.83,276670.25,107759.77,103826.18
PRD000605,74,TO,Tocantins - Municipio 34,Norte,91.3,13,pecuaria,471998.65,383444.05,34722.59,43006.9
PRD000606,54,PI,Piaui - Municipio 23,Nordeste,15.2,11,soja,1172962.47,860052.15,88612.69,97408.49
PRD000607,22,MG,Minas Gerais - Municipio 37,Sudeste,54.1,8,cafe,108410.42,91184.46,76311.11,29069.84
PRD000608,47,PR,Parana - Municipio 23,Sul,235.9,3,soja,66201.88,43324.01,58157.71,55426.74
PRD000609,36,GO,Goias - Municipio 31,Centro-Oeste,47.8,34,cafe,202869.43,120371.55,130553.71,113685.1
PRD000610,69,BA,Bahia - Municipio 28,Nordeste,31.8,12,soja,211056.57,189165.62,195353.01,43923.76
PRD000611,64,BA,Bahia - Municipio 18,Nordeste,23.6,9,soja,121233.42,104909.25,74457.97,48332.06
PRD000612,46,MG,Minas Gerais - Municipio 9,Sudeste,52.8,9,soja,81427.48,69915.12,137774.01,152078.9
PRD000613,69,GO,Goias - Municipio 1,Centro-Oeste,91.6,23,cafe,198790.11,125789.76,193298.35,245594.86
PRD000614,66,SP,Sao Paulo - Municipio 16,Sudeste,29.0,28,pecuaria,139047.52,101356.46,30516.61,34490.13
PRD000615,24,MG,Minas Gerais - Municipio 18,Sudeste,11.2,7,milho,322985.68,198124.55,169311.6,36464.6
PRD000616,49,RS,Rio Grande do Sul - Municipio 4,Sul,40.6,6,algodao,402764.11,295524.1,68506.39,8678.88
PRD000617,39,GO,Goias - Municipio 39,Centro-Oeste,33.3,23,soja,278568.27,240484.42,184346.95,74963.99
PRD000618,69,MG,Minas Gerais - Municipio 38,Sudeste,40.3,7,cana-de-acucar,376975.22,308992.37,60266.04,64035.32
PRD000619,63,PI,Piaui - Municipio 13,Nordeste,31.0,14,milho,222113.49,130431.25,208266.05,21097.07
PRD000620,57,SP,Sao Paulo - Municipio 23,Sudeste,60.9,31,algodao,262304.8,161867.6,146197.55,167592.71
PRD000621,66,SP,Sao Paulo - Municipio 9,Sudeste,68.5,28,algodao,81347.87,71257.99,133977.78,107040.49
PRD000622,33,MT,Mato Grosso - Municipio 1,Centro-Oeste,142.8,35,milho,39681.22,27159.92,252693.63,98390.75
PRD000623,57,PI,Piaui - Municipio 8,Nordeste,13.0,33,milho,165529.11,121461.23,94272.79,88175.07
PRD000624,45,PR,Parana - Municipio 21,Sul,21.7,3,soja,146120.05,125032.59,29755.92,25020.37
PRD000625,33,TO,Tocantins - Municipio 17,Norte,35.9,19,soja,158993.42,132850.57,235493.15,295905.23
PRD000626,35,TO,Tocantins - Municipio 29,Norte,343.7,7,milho,468410.16,412659.85,54666.81,44030.13
PRD000627,33,BA,Bahia - Municipio 30,Nordeste,23.3,26,milho,116046.24,93324.4,21104.31,3526.82
PRD000628,26,RS,Rio Grande do Sul - Municipio 10,Sul,21.3,12,soja,238235.58,144614.13,64210.34,51996.09
PRD000629,24,MG,Minas Gerais - Municipio 9,Sudeste,63.5,1,milho,242652.21,135218.08,886134.24,758178.8
PRD000630,50,GO,Goias - Municipio 11,Centro-Oeste,114.6,1,algodao,305161.22,243399.49,60700.19,45741.48
PRD000631,54,BA,Bahia - Municipio 27,Nordeste,52.3,35,milho,369195.26,218961.01,219046.03,92201.54
PRD000632,28,MT,Mato Grosso - Municipio 19,Centro-Oeste,47.8,19,algodao,60145.57,50400.47,70224.32,13178.97
PRD000633,31,GO,Goias - Municipio 20,Centro-Oeste,66.9,6,cana-de-acucar,660763.61,404601.23,147927.75,133030.19
PRD000634,46,MS,Mato Grosso do Sul - Municipio 29,Centro-Oeste,42.0,32,pecuaria,723959.53,417528.69,32820.88,14779.9
PRD000635,66,SP,Sao Paulo - Municipio 27,Sudeste,94.4,28,cana-de-acucar,427159.0,248459.79,105679.64,61272.01
PRD000636,55,BA,Bahia - Municipio 37,Nordeste,156.9,32,pecuaria,217880.89,160725.15,88947.83,83935.74
PRD000637,30,PR,Parana - Municipio 19,Sul,82.3,1,cafe,145204.25,86651.72,37518.76,38393.27
PRD000638,49,RS,Rio Grande do Sul - Municipio 24,Sul,173.1,27,soja,32992.29,18790.86,208907.62,17325.46
PRD000639,31,GO,Goias - Municipio 12,Centro-Oeste,71.6,11,cafe,81730.04,47211.17,34637.33,36962.85
PRD000640,32,RS,Rio Grande do Sul - Municipio 1,Sul,194.6,20,cafe,174721.4,123246.86,218364.76,58297.99
PRD000641,55,MG,Minas Gerais - Municipio 25,Sudeste,512.7,17,milho,546054.19,435900.58,117684.54,149036.04
PRD000642,74,PR,Parana - Municipio 25,Sul,46.4,26,milho,44559.57,33230.43,125107.33,106636.93
PRD000643,32,MT,Mato Grosso - Municipio 35,Centro-Oeste,205.5,13,soja,146019.51,98847.26,236993.54,82808.48
PRD000644,42,GO,Goias - Municipio 6,Centro-Oeste,119.0,13,algodao,236037.49,152057.43,202198.79,21655.65
PRD000645,69,MT,Mato Grosso - Municipio 33,Centro-Oeste,225.2,21,soja,598692.31,533343.7,181341.46,101389.5
PRD000646,62,TO,Tocantins - Municipio 6,Norte,95.5,25,pecuaria,160979.45,90646.39,30828.26,4576.18
PRD000647,49,PR,Parana - Municipio 3,Sul,152.9,11,pecuaria,224329.04,158514.95,65268.38,54129.58
PRD000648,44,MG,Minas Gerais - Municipio 6,Sudeste,99.0,6,soja,198313.44,120852.44,98614.08,75995.91
PRD000649,40,RS,Rio Grande do Sul - Municipio 26,Sul,99.8,31,cafe,79405.5,69792.7,472118.64,238108.38
PRD000650,69,PI,Piaui - Municipio 16,Nordeste,14.5,21,pecuaria,123338.21,89676.73,257916.5,220475.66
PRD000651,56,TO,Tocantins - Municipio 30,Norte,37.2,26,soja,343480.76,294004.28,190339.59,120981.91
PRD000652,39,GO,Goias - Municipio 30,Centro-Oeste,31.4,26,soja,297256.42,197691.04,125094.01,80719.95
PRD000653,49,TO,Tocantins - Municipio 31,Norte,20.0,14,milho,159067.7,120951.44,10039.12,5038.29
PRD000654,48,MT,Mato Grosso - Municipio 34,Centro-Oeste,109.1,17,milho,237472.17,136366.18,110671.11,104059.44
PRD000655,66,MS,Mato Grosso do Sul - Municipio 28,Centro-Oeste,158.7,20,algodao,107035.67,74570.19,119603.75,30003.97
PRD000656,51,PI,Piaui - Municipio 10,Nordeste,45.9,13,cafe,244481.45,218866.83,214341.78,51041.82
PRD000657,34,BA,Bahia - Municipio 27,Nordeste,40.4,1,pecuaria,642521.44,497067.91,148990.77,146328.96
PRD000658,44,TO,Tocantins - Municipio 35,Norte,157.8,14,cafe,202589.17,161009.97,194012.5,109225.84
PRD000659,64,TO,Tocantins - Municipio 28,Norte,164.4,12,pecuaria,183711.35,136582.73,58647.44,23827.57
PRD000660,36,MS,Mato Grosso do Sul - Municipio 30,Centro-Oeste,152.3,35,cana-de-acucar,83722.32,63079.05,53998.48,31092.38
PRD000661,64,MG,Minas Gerais - Municipio 17,Sudeste,159.4,30,algodao,111056.29,88438.81,106757.48,43183.99
PRD000662,68,MG,Minas Gerais - Municipio 12,Sudeste,163.0,21,cafe,546694.81,454011.49,150640.97,127343.12
PRD000663,38,BA,Bahia - Municipio 36,Nordeste,57.2,7,milho,265317.28,156916.72,158524.43,158954.8
PRD000664,36,BA,Bahia - Municipio 20,Nordeste,33.0,28,milho,66771.13,49429.69,212849.78,184254.14
PRD000665,51,TO,Tocantins - Municipio 39,Norte,372.7,25,soja,515521.45,333149.39,209296.68,37521.46
PRD000666,23,GO,Goias - Municipio 27,Centro-Oeste,25.8,12,soja,75590.52,51136.16,285548.57,189546.05
PRD000667,29,SP,Sao Paulo - Municipio 22,Sudeste,86.7,21,algodao,266216.02,161429.74,241395.29,270003.33
PRD000668,23,SP,Sao Paulo - Municipio 21,Sudeste,35.5,2,milho,217417.86,177486.1,72183.04,84686.26
PRD000669,54,PR,Parana - Municipio 26,Sul,24.7,13,milho,458391.06,340595.55,44010.36,29476.03
PRD000670,50,MS,Mato Grosso do Sul - Municipio 28,Centro-Oeste,10.9,18,cana-de-acucar,466769.36,283785.78,31177.25,18451.93
PRD000671,24,MS,Mato Grosso do Sul - Municipio 33,Centro-Oeste,199.0,25,algodao,163389.85,111249.89,161882.53,41937.5
PRD000672,26,PI,Piaui - Municipio 14,Nordeste,38.4,34,pecuaria,165561.75,101483.8,41614.04,20689.7
PRD000673,40,BA,Bahia - Municipio 39,Nordeste,22.3,8,milho,276824.86,207235.03,96844.21,12860.32
