payment_id,application_id,due_date,payment_date,amount,days_late,default_flag,loss_amount
PAY0000690,APP0000690,2025-04-02,2025-04-02,20704.45,0,0,0.0
PAY0000691,APP0000691,2028-10-02,2029-11-04,13417.48,398,1,8064.5
PAY0000692,APP0000692,2026-06-22,2026-06-22,98418.89,0,0,0.0
PAY0000693,APP0000693,2025-12-01,2026-08-30,19611.38,272,1,7564.24
PAY0000694,APP0000694,2025-01-27,2025-01-27,26979.76,0,0,0.0
PAY0000695,APP0000695,2026-05-06,2027-04-30,37684.77,359,1,20274.4
PAY0000696,APP0000696,2025-09-13,2026-01-08,145623.3,117,1,121041.81
PAY0000697,APP0000697,2027-05-14,2027-11-10,59284.73,180,1,47621.03
PAY0000698,APP0000698,2023-01-18,2023-01-18,85937.45,0,0,0.0
PAY0000699,APP0000699,2025-01-25,2025-08-18,10672.06,205,1,6040.73
PAY0000700,APP0000700,2027-06-19,2027-11-09,54610.34,143,1,34128.52
PAY0000701,APP0000701,2025-08-16,2026-08-29,31662.85,378,1,23363.73
PAY0000702,APP0000702,2023-10-18,2023-10-18,68272.82,0,0,0.0
PAY0000703,APP0000703,2024-04-13,2024-04-13,61351.38,0,0,0.0
PAY0000704,APP0000704,2027-04-26,2027-04-26,36054.91,0,0,0.0
PAY0000705,APP0000705,2029-09-07,2029-09-07,33434.74,0,0,0.0
PAY0000706,APP0000706,2028-02-01,2028-11-16,43321.65,289,1,16086.34
PAY0000707,APP0000707,2025-05-13,2025-05-13,32927.47,0,0,0.0
PAY0000708,APP0000708,2023-05-05,2023-05-05,19952.13,0,0,0.0
PAY0000709,APP0000709,2029-02-04,2029-11-23,39183.85,292,1,27372.29
PAY0000710,APP0000710,2028-07-18,2028-07-18,121229.91,0,0,0.0
PAY0000711,APP0000711,2027-11-19,2027-11-19,13900.34,0,0,0.0
PAY0000712,APP0000712,2026-08-01,2026-08-01,43932.5,0,0,0.0
PAY0000713,APP0000713,2027-03-10,2027-03-10,77920.96,0,0,0.0
PAY0000714,APP0000714,2027-10-27,2027-10-27,39903.77,0,0,0.0
PAY0000715,APP0000715,2022-07-27,2022-07-27,76046.85,0,0,0.0
PAY0000716,APP0000716,2025-04-16,2025-04-16,19207.56,0,0,0.0
PAY0000717,APP0000717,2026-06-14,2026-12-21,115442.27,190,1,50675.57
PAY0000718,APP0000718,2025-05-07,2025-05-07,38457.98,0,0,0.0
PAY0000719,APP0000719,2027-02-18,2027-05-18,19593.8,89,1,8049.03
PAY0000720,APP0000720,2029-03-01,2029-03-01,5000,0,0,0.0
PAY0000721,APP0000721,2026-06-14,2026-06-14,33600.56,0,0,0.0
PAY0000722,APP0000722,2025-12-22,2026-08-26,31484.55,247,1,21146.88
PAY0000723,APP0000723,2025-05-20,2025-05-20,16967.97,0,0,0.0
PAY0000724,APP0000724,2028-11-03,2029-11-08,10386.56,370,1,5042.35
PAY0000725,APP0000725,2025-11-03,2025-11-03,26059.87,0,0,0.0
PAY0000726,APP0000726,2026-12-10,2027-02-14,67611.89,66,1,37693.2
PAY0000727,APP0000727,2028-06-21,2028-06-21,73782.66,0,0,0.0
PAY0000728,APP0000728,2025-08-27,2025-08-27,22823.57,0,0,0.0
PAY0000729,APP0000729,2027-01-10,2027-01-10,26268.25,0,0,0.0
PAY0000730,APP0000730,2024-11-15,2024-11-15,14134.55,0,0,0.0
PAY0000731,APP0000731,2024-01-13,2024-01-13,7503.23,0,0,0.0
PAY0000732,APP0000732,2026-05-21,2026-05-21,35144.03,0,0,0.0
PAY0000733,APP0000733,2025-12-28,2026-09-02,24630.38,248,1,20323.34
PAY0000734,APP0000734,2027-03-10,2027-12-01,54117.87,266,1,15154.32
PAY0000735,APP0000735,2028-02-27,2028-02-27,27241.56,0,0,0.0
PAY0000736,APP0000736,2023-11-04,2024-04-20,7219.07,168,1,4323.62
PAY0000737,APP0000737,2024-05-18,2024-05-18,72634.02,0,0,0.0
PAY0000738,APP0000738,2027-06-08,2027-06-08,52262.25,0,0,0.0
PAY0000739,APP0000739,2027-01-22,2027-01-22,30263.25,0,0,0.0
PAY0000740,APP0000740,2023-10-31,2023-10-31,24617.2,0,0,0.0
PAY0000741,APP0000741,2023-08-09,2023-08-09,39747.2,0,0,0.0
PAY0000742,APP0000742,2026-06-03,2026-06-03,48288.35,0,0,0.0
PAY0000743,APP0000743,2027-01-17,2027-01-17,8729.56,0,0,0.0
PAY0000744,APP0000744,2023-01-01,2023-01-01,28495.01,0,0,0.0
PAY0000745,APP0000745,2027-10-21,2027-10-21,17264.37,0,0,0.0
PAY0000746,APP0000746,2025-02-14,2025-02-14,11570.53,0,0,0.0
PAY0000747,APP0000747,2025-10-16,2025-10-16,29123.61,0,0,0.0
PAY0000748,APP0000748,2025-03-03,2025-03-03,26300.47,0,0,0.0
PAY0000749,APP0000749,2025-10-20,2025-12-23,61058.95,64,1,22140.64
PAY0000750,APP0000750,2024-12-03,2024-12-03,34769.7,0,0,0.0
PAY0000751,APP0000751,2027-01-18,2027-10-08,34094.81,263,1,25411.45
PAY0000752,APP0000752,2026-08-03,2026-08-03,54478.55,0,0,0.0
PAY0000753,APP0000753,2028-01-06,2028-03-04,58938.76,58,1,18863.12
PAY0000754,APP0000754,2023-10-14,2023-10-14,15238.83,0,0,0.0
PAY0000755,APP0000755,2026-10-09,2026-11-22,8875.36,44,1,4104.1
PAY0000756,APP0000756,2023-03-12,2023-03-12,19898.33,0,0,0.0
PAY0000757,APP0000757,2024-02-21,2024-07-19,98308.74,149,1,75195.33
PAY0000758,APP0000758,2025-10-14,2025-12-22,7997.87,69,1,2191.55
PAY0000759,APP0000759,2024-02-25,2024-02-25,22404.3,0,0,0.0
PAY0000760,APP0000760,2027-11-09,2028-05-28,58902.7,201,1,16613.88
PAY0000761,APP0000761,2025-03-09,2026-02-01,17700.32,329,1,9430.72
PAY0000762,APP0000762,2026-01-15,2026-01-15,10376.05,0,0,0.0
PAY0000763,APP0000763,2026-12-26,2027-03-14,17723.29,78,1,7399.39
PAY0000764,APP0000764,2025-12-14,2025-12-14,17916.34,0,0,0.0
PAY0000765,APP0000765,2025-11-03,2025-11-03,28646.8,0,0,0.0
PAY0000766,APP0000766,2025-08-21,2025-08-21,67201.84,0,0,0.0
PAY0000767,APP0000767,2025-12-15,2025-12-15,94796.95,0,0,0.0
PAY0000768,APP0000768,2023-09-13,2023-09-13,93002.12,0,0,0.0
PAY0000769,APP0000769,2027-04-18,2028-04-03,34857.55,351,1,19366.3
PAY0000770,APP0000770,2024-09-26,2024-09-26,26721.97,0,0,0.0
PAY0000771,APP0000771,2026-03-30,2027-02-26,43554.64,333,1,26798.95
PAY0000772,APP0000772,2028-05-30,2029-06-09,139466.8,375,1,113682.37
PAY0000773,APP0000773,2023-07-22,2023-12-06,18614.05,137,1,9457.6
PAY0000774,APP0000774,2022-10-28,2022-10-28,34653.29,0,0,0.0
PAY0000775,APP0000775,2026-08-02,2026-08-02,88127.39,0,0,0.0
PAY0000776,APP0000776,2025-09-17,2025-12-30,94357.48,104,1,64788.9
PAY0000777,APP0000777,2028-02-21,2028-02-21,48931.51,0,0,0.0
PAY0000778,APP0000778,2026-01-22,2026-01-22,120929.23,0,0,0.0
PAY0000779,APP0000779,2024-12-27,2025-09-15,69930.05,262,1,58966.66
PAY0000780,APP0000780,2025-04-18,2025-07-13,63304.92,86,1,19648.29
PAY0000781,APP0000781,2025-08-05,2025-12-13,22453.41,130,1,7795.24
PAY0000782,APP0000782,2024-07-05,2024-07-05,29321.46,0,0,0.0
PAY0000783,APP0000783,2023-09-26,2024-07-05,97047.31,283,1,57289.16
PAY0000784,APP0000784,2025-03-03,2025-03-03,16634.22,0,0,0.0
PAY0000785,APP0000785,2023-04-03,2023-04-03,145902.64,0,0,0.0
PAY0000786,APP0000786,2023-02-28,2023-02-28,27213.86,0,0,0.0
PAY0000787,APP0000787,2024-05-14,2024-05-14,26234.7,0,0,0.0
PAY0000788,APP0000788,2025-08-06,2026-06-22,24627.27,320,1,20682.98
PAY0000789,APP0000789,2025-06-30,2025-06-30,26273.72,0,0,0.0
PAY0000790,APP0000790,2026-11-28,2026-11-28,30201.86,0,0,0.0
PAY0000791,APP0000791,2025-10-05,2025-10-05,21956.41,0,0,0.0
PAY0000792,APP0000792,2025-02-06,2025-02-06,49504.77,0,0,0.0
PAY0000793,APP0000793,2026-06-02,2026-11-02,33995.81,153,1,19043.43
PAY0000794,APP0000794,2025-05-28,2025-05-28,51447.58,0,0,0.0
PAY0000795,APP0000795,2024-07-30,2025-02-18,45911.68,203,1,14172.64
PAY0000796,APP0000796,2025-04-16,2025-04-16,9950.93,0,0,0.0
PAY0000797,APP0000797,2026-09-13,2026-09-13,50206.46,0,0,0.0
PAY0000798,APP0000798,2027-02-23,2027-11-02,48569.33,252,1,23965.15
PAY0000799,APP0000799,2027-03-14,2027-11-29,74818.12,260,1,45998.07
PAY0000800,APP0000800,2023-06-21,2024-02-02,32870.89,226,1,25247.38
PAY0000801,APP0000801,2026-08-23,2026-08-23,22566.79,0,0,0.0
PAY0000802,APP0000802,2029-11-15,2029-11-15,111429.26,0,0,0.0
PAY0000803,APP0000803,2024-09-24,2025-09-27,38185.23,368,1,11641.51
PAY0000804,APP0000804,2024-04-09,2024-10-24,20426.7,198,1,15587.89
PAY0000805,APP0000805,2025-06-11,2025-06-11,43382.09,0,0,0.0
PAY0000806,APP0000806,2026-01-06,2026-08-02,42766.41,208,1,27095.04
PAY0000807,APP0000807,2025-01-22,2025-01-22,11732.17,0,0,0.0
PAY0000808,APP0000808,2028-02-09,2028-12-04,16278.8,299,1,5798.05
PAY0000809,APP0000809,2024-03-12,2024-12-29,16878.33,292,1,11723.99
PAY0000810,APP0000810,2027-08-26,2027-08-26,19651.28,0,0,0.0
PAY0000811,APP0000811,2025-12-09,2025-12-09,11359.31,0,0,0.0
PAY0000812,APP0000812,2028-02-04,2029-02-07,49439.88,369,1,29830.41
PAY0000813,APP0000813,2027-01-06,2027-01-06,12041.66,0,0,0.0
PAY0000814,APP0000814,2028-01-17,2028-01-17,25827.94,0,0,0.0
PAY0000815,APP0000815,2027-05-24,2028-04-27,81500.5,339,1,67407.98
PAY0000816,APP0000816,2027-11-03,2028-07-06,41635.37,246,1,20767.87
PAY0000817,APP0000817,2025-01-11,2025-06-05,63520.26,145,1,29973.02
PAY0000818,APP0000818,2028-02-06,2028-06-15,8651.99,130,1,4423.69
PAY0000819,APP0000819,2027-06-05,2027-06-05,56046.79,0,0,0.0
PAY0000820,APP0000820,2027-04-25,2027-10-01,83288.81,159,1,26083.62
PAY0000821,APP0000821,2025-03-03,2025-03-03,39037.96,0,0,0.0
PAY0000822,APP0000822,2025-05-25,2025-05-25,44570.89,0,0,0.0
PAY0000823,APP0000823,2024-12-12,2025-05-14,103723.8,153,1,87946.07
PAY0000824,APP0000824,2024-09-03,2024-11-15,23236.31,73,1,9513.02
PAY0000825,APP0000825,2025-07-05,2026-07-24,30860.83,384,1,18553.65
PAY0000826,APP0000826,2023-12-27,2023-12-27,33275.62,0,0,0.0
PAY0000827,APP0000827,2023-06-23,2024-02-16,27512.35,238,1,12341.83
PAY0000828,APP0000828,2023-09-02,2024-06-15,16394.44,287,1,3760.11
PAY0000829,APP0000829,2025-06-22,2026-06-04,25782.22,347,1,8938.71
PAY0000830,APP0000830,2025-06-07,2025-12-29,46430.53,205,1,20651.02
PAY0000831,APP0000831,2026-07-09,2026-07-09,81620.57,0,0,0.0
PAY0000832,APP0000832,2024-12-21,2025-05-12,76187.49,142,1,22007.95
PAY0000833,APP0000833,2025-04-14,2025-04-14,14313.74,0,0,0.0
PAY0000834,APP0000834,2025-02-05,2025-09-04,12270.03,211,1,4015.71
PAY0000835,APP0000835,2025-12-09,2027-01-08,49286.78,395,1,23569.29
PAY0000836,APP0000836,2024-04-19,2024-04-19,19435.77,0,0,0.0
PAY0000837,APP0000837,2025-03-02,2025-05-07,40528.18,66,1,25891.92
PAY0000838,APP0000838,2026-03-01,2026-03-01,34020.87,0,0,0.0
PAY0000839,APP0000839,2024-02-18,2024-02-18,27960.21,0,0,0.0
PAY0000840,APP0000840,2029-10-30,2029-10-30,37505.99,0,0,0.0
PAY0000841,APP0000841,2027-03-28,2027-08-31,18154.73,156,1,10354.88
PAY0000842,APP0000842,2026-01-01,2026-07-27,48654.2,207,1,28688.21
PAY0000843,APP0000843,2028-06-20,2028-06-20,36493.21,0,0,0.0
PAY0000844,APP0000844,2026-09-22,2026-09-22,47740.83,0,0,0.0
PAY0000845,APP0000845,2025-06-06,2026-01-24,114767.81,232,1,44798.94
PAY0000846,APP0000846,2025-05-27,2025-05-27,25237.6,0,0,0.0
PAY0000847,APP0000847,2024-07-21,2024-07-21,24687.48,0,0,0.0
PAY0000848,APP0000848,2028-03-08,2028-06-28,27036.94,112,1,8301.59
PAY0000849,APP0000849,2027-06-14,2028-05-06,29538.56,327,1,8396.31
PAY0000850,APP0000850,2026-08-30,2026-08-30,30314.31,0,0,0.0
PAY0000851,APP0000851,2028-04-07,2028-04-07,14360.29,0,0,0.0
PAY0000852,APP0000852,2026-12-03,2027-10-24,25208.65,325,1,6848.2
PAY0000853,APP0000853,2027-05-14,2027-05-14,67292.83,0,0,0.0
PAY0000854,APP0000854,2025-01-30,2025-01-30,58745.4,0,0,0.0
PAY0000855,APP0000855,2029-10-08,2029-10-08,82988.08,0,0,0.0
PAY0000856,APP0000856,2023-10-14,2023-10-14,56215.05,0,0,0.0
PAY0000857,APP0000857,2024-01-26,2024-01-26,27385.17,0,0,0.0
PAY0000858,APP0000858,2025-09-30,2025-09-30,33895.3,0,0,0.0
PAY0000859,APP0000859,2026-01-30,2026-01-30,67949.82,0,0,0.0
PAY0000860,APP0000860,2025-02-13,2025-02-13,159120.49,0,0,0.0
PAY0000861,APP0000861,2025-10-13,2025-10-13,84857.45,0,0,0.0
PAY0000862,APP0000862,2025-11-23,2025-11-23,131999.19,0,0,0.0
PAY0000863,APP0000863,2028-05-04,2028-05-04,20328.21,0,0,0.0
PAY0000864,APP0000864,2022-10-10,2022-10-10,78672.02,0,0,0.0
PAY0000865,APP0000865,2027-12-28,2027-12-28,70398.85,0,0,0.0
PAY0000866,APP0000866,2025-01-30,2025-01-30,25325.93,0,0,0.0
PAY0000867,APP0000867,2023-05-31,2024-03-01,169996.1,275,1,68285.95
PAY0000868,APP0000868,2024-04-14,2024-04-14,29336.44,0,0,0.0
PAY0000869,APP0000869,2026-02-10,2026-02-10,25940.97,0,0,0.0
PAY0000870,APP0000870,2026-07-26,2026-07-26,116051.92,0,0,0.0
PAY0000871,APP0000871,2025-03-16,2025-06-12,59326.82,88,1,15150.4
PAY0000872,APP0000872,2029-08-04,2029-08-04,81680.36,0,0,0.0
PAY0000873,APP0000873,2025-10-19,2026-05-20,337032.02,213,1,208405.6
PAY0000874,APP0000874,2024-05-07,2024-10-11,44760.97,157,1,25783.51
PAY0000875,APP0000875,2026-10-22,2027-11-15,77363.14,389,1,39709.38
PAY0000876,APP0000876,2023-11-08,2023-11-08,62336.16,0,0,0.0
PAY0000877,APP0000877,2027-07-22,2027-11-21,69231.12,122,1,35400.88
PAY0000878,APP0000878,2025-05-25,2025-09-17,71133.05,115,1,29019.29
PAY0000879,APP0000879,2028-11-16,2028-11-16,55991.01,0,0,0.0
PAY0000880,APP0000880,2028-07-23,2028-12-15,40570.09,145,1,22764.71
PAY0000881,APP0000881,2026-07-03,2026-10-07,77529.75,96,1,50444.04
PAY0000882,APP0000882,2026-02-25,2026-06-10,36640.0,105,1,9070.93
PAY0000883,APP0000883,2028-02-13,2028-02-13,18044.0,0,0,0.0
PAY0000884,APP0000884,2028-02-12,2028-05-14,153229.98,92,1,98160.08
PAY0000885,APP0000885,2026-09-30,2026-09-30,44421.22,0,0,0.0
PAY0000886,APP0000886,2026-04-02,2026-05-11,17802.94,39,1,3762.7
PAY0000887,APP0000887,2027-06-25,2027-06-25,29194.54,0,0,0.0
PAY0000888,APP0000888,2024-02-01,2024-07-05,101074.71,155,1,84867.21
PAY0000889,APP0000889,2026-12-06,2026-12-06,60379.04,0,0,0.0
PAY0000890,APP0000890,2024-10-30,2025-05-27,12860.05,209,1,7257.46
PAY0000891,APP0000891,2027-03-26,2027-03-26,19619.69,0,0,0.0
PAY0000892,APP0000892,2024-03-22,2024-03-22,21906.18,0,0,0.0
PAY0000893,APP0000893,2026-09-05,2026-09-05,26636.93,0,0,0.0
PAY0000894,APP0000894,2026-07-16,2027-08-05,29265.45,385,1,8491.69
PAY0000895,APP0000895,2028-08-23,2029-09-26,29747.05,399,1,15579.69
PAY0000896,APP0000896,2024-08-12,2025-08-19,96620.91,372,1,66193.43
PAY0000897,APP0000897,2028-05-26,2028-05-26,6528.28,0,0,0.0
PAY0000898,APP0000898,2024-04-20,2024-04-20,23721.02,0,0,0.0
PAY0000899,APP0000899,2028-07-10,2028-07-10,41367.44,0,0,0.0
PAY0000900,APP0000900,2023-12-17,2024-12-01,291801.5,350,1,187894.73
PAY0000901,APP0000901,2022-10-09,2023-07-29,49712.8,293,1,35433.56
PAY0000902,APP0000902,2024-06-07,2024-06-07,20495.29,0,0,0.0
PAY0000903,APP0000903,2026-05-28,2027-06-08,74911.5,376,1,52950.5
PAY0000904,APP0000904,2025-05-05,2025-11-09,36140.54,188,1,10515.27
PAY0000905,APP0000905,2026-05-04,2026-12-28,47945.59,238,1,34903.98
PAY0000906,APP0000906,2027-05-09,2027-05-09,29231.8,0,0,0.0
PAY0000907,APP0000907,2024-10-20,2024-10-20,29863.95,0,0,0.0
PAY0000908,APP0000908,2026-07-20,2026-07-20,16086.41,0,0,0.0
PAY0000909,APP0000909,2026-06-25,2026-06-25,45049.05,0,0,0.0
PAY0000910,APP0000910,2026-01-29,2026-01-29,18258.1,0,0,0.0
PAY0000911,APP0000911,2027-07-26,2028-06-06,17951.37,316,1,7900.08
PAY0000912,APP0000912,2026-08-27,2026-11-21,38743.31,86,1,30210.56
PAY0000913,APP0000913,2029-05-02,2029-05-02,26944.42,0,0,0.0
PAY0000914,APP0000914,2029-10-27,2030-08-23,17756.76,300,1,8497.41
PAY0000915,APP0000915,2027-05-22,2028-03-15,91071.47,298,1,74326.27
PAY0000916,APP0000916,2024-12-11,2025-07-04,59015.32,205,1,36108.7
PAY0000917,APP0000917,2022-11-07,2022-11-07,50219.94,0,0,0.0
PAY0000918,APP0000918,2025-03-28,2025-03-28,63282.02,0,0,0.0
PAY0000919,APP0000919,2028-05-07,2029-04-30,23143.8,358,1,7570.74
PAY0000920,APP0000920,2028-07-11,2029-02-13,24455.65,217,1,8693.78
PAY0000921,APP0000921,2026-12-09,2026-12-09,57109.45,0,0,0.0
PAY0000922,APP0000922,2026-09-01,2026-09-01,23289.57,0,0,0.0
PAY0000923,APP0000923,2025-05-28,2025-05-28,13393.59,0,0,0.0
PAY0000924,APP0000924,2024-09-15,2024-09-15,10680.97,0,0,0.0
PAY0000925,APP0000925,2028-05-18,2028-05-18,38485.51,0,0,0.0
PAY0000926,APP0000926,2028-08-31,2028-08-31,92328.95,0,0,0.0
PAY0000927,APP0000927,2024-09-09,2025-06-09,31304.19,273,1,13686.1
PAY0000928,APP0000928,2023-12-31,2023-12-31,25808.58,0,0,0.0
PAY0000929,APP0000929,2025-03-01,2025-09-11,28672.7,194,1,20638.94
PAY0000930,APP0000930,2025-12-30,2026-06-22,19721.45,174,1,6151.91
PAY0000931,APP0000931,2026-09-29,2026-09-29,43335.23,0,0,0.0
PAY0000932,APP0000932,2028-03-19,2028-05-21,93481.51,63,1,44320.67
PAY0000933,APP0000933,2025-05-11,2025-05-11,41150.75,0,0,0.0
PAY0000934,APP0000934,2025-05-28,2025-05-28,41120.7,0,0,0.0
PAY0000935,APP0000935,2027-04-25,2027-04-25,78414.41,0,0,0.0
PAY0000936,APP0000936,2023-07-20,2023-07-20,20883.48,0,0,0.0
PAY0000937,APP0000937,2028-07-21,2029-05-16,17652.74,299,1,7701.19
PAY0000938,APP0000938,2024-09-24,2024-11-14,39647.87,51,1,28499.73
PAY0000939,APP0000939,2028-08-04,2029-02-11,24206.14,191,1,16732.96
PAY0000940,APP0000940,2025-03-16,2025-03-16,85714.96,0,0,0.0
PAY0000941,APP0000941,2023-08-13,2024-05-13,22873.86,274,1,10143.61
PAY0000942,APP0000942,2025-05-11,2025-06-25,128838.94,45,1,68787.37
PAY0000943,APP0000943,2025-06-10,2025-06-10,51535.71,0,0,0.0
PAY0000944,APP0000944,2022-12-18,2022-12-18,46624.09,0,0,0.0
PAY0000945,APP0000945,2025-12-03,2025-12-03,27766.04,0,0,0.0
PAY0000946,APP0000946,2025-06-16,2025-06-16,5399.3,0,0,0.0
PAY0000947,APP0000947,2024-03-22,2025-02-27,37014.84,342,1,27033.48
PAY0000948,APP0000948,2025-03-26,2025-09-03,27147.12,161,1,7767.73
PAY0000949,APP0000949,2025-12-31,2026-06-29,70013.99,180,1,40874.56
PAY0000950,APP0000950,2027-01-02,2027-02-21,40136.01,50,1,25915.4
PAY0000951,APP0000951,2027-04-17,2027-04-17,35411.3,0,0,0.0
PAY0000952,APP0000952,2027-09-30,2027-09-30,165239.85,0,0,0.0
PAY0000953,APP0000953,2028-10-11,2028-10-11,21535.46,0,0,0.0
PAY0000954,APP0000954,2023-10-11,2023-10-11,61100.35,0,0,0.0
PAY0000955,APP0000955,2026-06-15,2027-03-22,17715.31,280,1,3554.33
PAY0000956,APP0000956,2028-07-25,2028-07-25,5385.34,0,0,0.0
PAY0000957,APP0000957,2024-05-30,2024-05-30,26195.96,0,0,0.0
PAY0000958,APP0000958,2026-08-04,2027-05-19,143212.38,288,1,65855.82
PAY0000959,APP0000959,2026-10-06,2026-10-06,30146.78,0,0,0.0
PAY0000960,APP0000960,2025-01-04,2025-01-04,24182.45,0,0,0.0
PAY0000961,APP0000961,2023-11-03,2023-11-03,86238.18,0,0,0.0
PAY0000962,APP0000962,2024-06-12,2024-06-12,25892.4,0,0,0.0
PAY0000963,APP0000963,2024-12-21,2024-12-21,11092.77,0,0,0.0
PAY0000964,APP0000964,2027-10-25,2028-10-22,59586.78,363,1,48263.36
PAY0000965,APP0000965,2027-08-23,2027-08-23,46982.79,0,0,0.0
PAY0000966,APP0000966,2022-10-02,2022-10-02,13755.27,0,0,0.0
PAY0000967,APP0000967,2023-07-13,2023-10-05,32701.91,84,1,10372.95
PAY0000968,APP0000968,2022-07-13,2023-07-08,37927.57,360,1,15078.33
PAY0000969,APP0000969,2025-06-05,2026-05-09,101647.07,338,1,32622.8
PAY0000970,APP0000970,2026-05-16,2026-05-16,36218.8,0,0,0.0
PAY0000971,APP0000971,2029-03-01,2029-03-01,15413.92,0,0,0.0
PAY0000972,APP0000972,2025-07-17,2025-09-09,28668.29,54,1,8824.6
PAY0000973,APP0000973,2024-04-06,2024-11-18,11789.52,226,1,3705.93
PAY0000974,APP0000974,2025-11-09,2025-11-09,21625.63,0,0,0.0
PAY0000975,APP0000975,2026-11-11,2027-09-10,16505.51,303,1,11209.38
PAY0000976,APP0000976,2027-04-16,2027-04-16,22047.11,0,0,0.0
PAY0000977,APP0000977,2023-02-09,2023-10-03,15258.6,236,1,10281.38
PAY0000978,APP0000978,2029-04-01,2029-04-01,53969.44,0,0,0.0
PAY0000979,APP0000979,2024-05-05,2024-05-05,43801.99,0,0,0.0
PAY0000980,APP0000980,2026-03-26,2026-05-06,10729.2,41,1,2756.1
PAY0000981,APP0000981,2024-08-11,2024-08-11,30432.41,0,0,0.0
PAY0000982,APP0000982,2027-11-27,2028-10-20,75927.67,328,1,45503.09
PAY0000983,APP0000983,2025-04-01,2025-04-01,5000,0,0,0.0
PAY0000984,APP0000984,2025-11-27,2025-11-27,17394.68,0,0,0.0
PAY0000985,APP0000985,2023-12-06,2024-11-12,27368.03,342,1,12776.45
PAY0000986,APP0000986,2026-02-17,2026-10-06,36706.8,231,1,19996.43
PAY0000987,APP0000987,2023-12-03,2024-06-29,49324.64,209,1,15909.24
PAY0000988,APP0000988,2026-10-26,2027-03-29,49183.44,154,1,12294.54
PAY0000989,APP0000989,2028-05-26,2028-10-28,76023.5,155,1,38737.32
PAY0000990,APP0000990,2028-04-30,2028-09-28,27495.73,151,1,17653.73
PAY0000991,APP0000991,2026-04-10,2026-04-10,53679.0,0,0,0.0
PAY0000992,APP0000992,2024-10-16,2025-07-26,8291.77,283,1,6334.66
PAY0000993,APP0000993,2023-12-29,2023-12-29,51074.05,0,0,0.0
PAY0000994,APP0000994,2025-09-12,2026-02-09,44801.66,150,1,11692.36
PAY0000995,APP0000995,2027-02-21,2027-02-21,101424.49,0,0,0.0
PAY0000996,APP0000996,2028-11-09,2029-09-23,51422.16,318,1,43216.54
PAY0000997,APP0000997,2025-12-02,2025-12-02,43279.57,0,0,0.0
PAY0000998,APP0000998,2026-02-21,2026-02-21,28930.69,0,0,0.0
PAY0000999,APP0000999,2025-05-23,2025-05-23,32077.41,0,0,0.0
PAY0001000,APP0001000,2024-09-12,2024-11-13,19757.58,62,1,9239.96
PAY0001001,APP0001001,2024-11-09,2024-11-09,20636.27,0,0,0.0
PAY0001002,APP0001002,2026-08-02,2026-08-02,23115.8,0,0,0.0
PAY0001003,APP0001003,2024-05-12,2025-06-06,51580.56,390,1,40304.51
PAY0001004,APP0001004,2023-12-28,2023-12-28,32567.41,0,0,0.0
PAY0001005,APP0001005,2026-09-09,2027-03-22,36007.8,194,1,14481.62
PAY0001006,APP0001006,2026-08-22,2026-08-22,71129.2,0,0,0.0
PAY0001007,APP0001007,2023-08-19,2023-08-19,48431.4,0,0,0.0
PAY0001008,APP0001008,2027-07-12,2027-07-12,83028.76,0,0,0.0
PAY0001009,APP0001009,2027-05-02,2028-04-17,18069.97,351,1,13277.24
PAY0001010,APP0001010,2026-11-18,2026-11-18,88689.4,0,0,0.0
PAY0001011,APP0001011,2025-01-19,2025-07-07,161539.64,169,1,75369.95
PAY0001012,APP0001012,2026-02-01,2026-09-09,131951.35,220,1,35183.9
PAY0001013,APP0001013,2024-12-09,2025-04-08,76186.27,120,1,29315.05
PAY0001014,APP0001014,2029-01-13,2029-06-30,41694.1,168,1,13872.94
PAY0001015,APP0001015,2028-01-31,2029-01-07,107103.96,342,1,40355.34
PAY0001016,APP0001016,2027-08-25,2028-07-28,19896.02,338,1,5222.35
PAY0001017,APP0001017,2024-10-06,2025-03-26,26419.43,171,1,7625.79
PAY0001018,APP0001018,2027-10-23,2027-10-23,23571.66,0,0,0.0
PAY0001019,APP0001019,2027-05-15,2027-05-15,31291.56,0,0,0.0
PAY0001020,APP0001020,2027-11-25,2028-02-06,140986.02,73,1,35601.2
PAY0001021,APP0001021,2028-06-13,2028-06-13,42568.02,0,0,0.0
PAY0001022,APP0001022,2027-05-20,2028-05-24,22377.44,370,1,8730.45
PAY0001023,APP0001023,2024-08-16,2024-08-16,24986.61,0,0,0.0
PAY0001024,APP0001024,2022-08-07,2022-08-07,10246.34,0,0,0.0
PAY0001025,APP0001025,2025-05-27,2025-05-27,26894.31,0,0,0.0
PAY0001026,APP0001026,2028-02-21,2028-02-21,71393.41,0,0,0.0
PAY0001027,APP0001027,2025-10-28,2026-08-18,105805.73,294,1,89433.95
PAY0001028,APP0001028,2023-05-22,2024-04-03,76157.51,317,1,58208.1
PAY0001029,APP0001029,2023-08-05,2023-08-05,24983.8,0,0,0.0
PAY0001030,APP0001030,2025-12-10,2025-12-10,40481.74,0,0,0.0
PAY0001031,APP0001031,2028-03-24,2028-03-24,64792.98,0,0,0.0
PAY0001032,APP0001032,2023-09-15,2023-09-15,27878.3,0,0,0.0
PAY0001033,APP0001033,2026-02-21,2026-02-21,46092.73,0,0,0.0
PAY0001034,APP0001034,2023-10-19,2023-10-19,20878.17,0,0,0.0
